searge,mcp,side,desc
p_i46291_1_,p_i46291_1_,2
buf,buf,2
advancementProgressIn,advancementProgressIn,2
advancementProgressIn,advancementProgressIn,2
dateTime,dateTime,2
buf,buf,2
playerAdvancementsIn,playerAdvancementsIn,2
listener,listener,2
playerAdvancementsIn,playerAdvancementsIn,2
listener,listener,2
playerAdvancementsIn,playerAdvancementsIn,2
json,json,2
context,context,2
p_i47405_1_,criterionInstanceIn,2
p_i47405_2_,advancementIn,2
p_i47405_3_,criterionNameIn,2
playerAdvancementsIn,playerAdvancementsIn,2
p_i47586_1_,icon,2
p_i47586_2_,title,2
p_i47586_3_,description,2
p_i47586_4_,background,2
p_i47586_5_,frame,2
p_i47586_6_,showToast,2
p_i47586_7_,announceToChat,2
p_i47586_8_,hidden,2
object,object,2
context,context,2
object,object,2
buf,buf,2
x,x,2
y,y,2
buf,buf,2
p_i47585_1_,p_i47585_1_,2
p_i47585_2_,p_i47585_2_,2
p_i47585_3_,nameIn,2
p_i47585_4_,iconIn,2
p_i47585_5_,formatIn,2
nameIn,nameIn,2
p_i47466_1_,advancementIn,2
p_i47466_2_,parentIn,2
p_i47466_3_,siblingIn,2
p_i47466_4_,indexIn,2
p_i47466_5_,xIn,2
advancementIn,advancementIn,2
previous,previous,2
yIn,yIn,2
nodeIn,nodeIn,2
nodeIn,nodeIn,2
root,root,2
p_i47465_1_,criterionIn,2
playerAdvancementsIn,playerAdvancementsIn,2
listener,listener,2
playerAdvancementsIn,playerAdvancementsIn,2
listener,listener,2
playerAdvancementsIn,playerAdvancementsIn,2
json,json,2
context,context,2
player,player,2
parent1,parent1,2
parent2,parent2,2
child,child,2
json,json,2
context,context,2
p_i47409_1_,playerAdvancementsIn,2
listener,listener,2
listener,listener,2
player,player,2
parent1,parent1,2
parent2,parent2,2
child,child,2
p_i47408_1_,parent,2
p_i47408_2_,partner,2
p_i47408_3_,child,2
player,player,2
parent1In,parent1In,2
parent2In,parent2In,2
childIn,childIn,2
playerAdvancementsIn,playerAdvancementsIn,2
listener,listener,2
playerAdvancementsIn,playerAdvancementsIn,2
listener,listener,2
playerAdvancementsIn,playerAdvancementsIn,2
json,json,2
context,context,2
player,player,2
potionIn,potionIn,2
json,json,2
context,context,2
p_i47399_1_,playerAdvancementsIn,2
listener,listener,2
listener,listener,2
potion,potion,2
p_i47398_1_,potion,2
potion,potion,2
playerAdvancementsIn,playerAdvancementsIn,2
listener,listener,2
playerAdvancementsIn,playerAdvancementsIn,2
listener,listener,2
playerAdvancementsIn,playerAdvancementsIn,2
json,json,2
context,context,2
player,player,2
from,from,2
to,to,2
json,json,2
context,context,2
p_i47476_1_,playerAdvancementsIn,2
listener,listener,2
listener,listener,2
from,from,2
to,to,2
p_i47475_1_,from,2
p_i47475_2_,to,2
from,from,2
to,to,2
playerAdvancementsIn,playerAdvancementsIn,2
listener,listener,2
playerAdvancementsIn,playerAdvancementsIn,2
listener,listener,2
playerAdvancementsIn,playerAdvancementsIn,2
json,json,2
context,context,2
player,player,2
beacon,beacon,2
json,json,2
context,context,2
p_i47374_1_,playerAdvancementsIn,2
listener,listener,2
listener,listener,2
beacon,beacon,2
p_i47373_1_,level,2
beacon,beacon,2
playerAdvancementsIn,playerAdvancementsIn,2
listener,listener,2
playerAdvancementsIn,playerAdvancementsIn,2
listener,listener,2
playerAdvancementsIn,playerAdvancementsIn,2
json,json,2
context,context,2
player,player,2
item,item,2
json,json,2
context,context,2
p_i47563_1_,playerAdvancementsIn,2
listener,listener,2
listener,listener,2
item,item,2
p_i47562_1_,item,2
item,item,2
playerAdvancementsIn,playerAdvancementsIn,2
listener,listener,2
playerAdvancementsIn,playerAdvancementsIn,2
listener,listener,2
playerAdvancementsIn,playerAdvancementsIn,2
json,json,2
context,context,2
player,player,2
zombie,zombie,2
villager,villager,2
json,json,2
context,context,2
p_i47460_1_,playerAdvancementsIn,2
listener,listener,2
listener,listener,2
player,player,2
zombie,zombie,2
villager,villager,2
p_i47459_1_,zombie,2
p_i47459_2_,villager,2
player,player,2
zombie,zombie,2
villager,villager,2
p_i47464_1_,dealt,2
p_i47464_2_,taken,2
p_i47464_3_,sourceEntity,2
p_i47464_4_,blocked,2
p_i47464_5_,type,2
element,element,2
player,player,2
source,source,2
dealt,dealt,2
taken,taken,2
blocked,blocked,2
p_i47543_1_,isProjectile,2
p_i47543_2_,isExplosion,2
p_i47543_3_,bypassesArmor,2
p_i47543_4_,bypassesInvulnerability,2
p_i47543_5_,bypassesMagic,2
p_i47543_6_,isFire,2
p_i47543_7_,isMagic,2
p_i47543_8_,directEntity,2
p_i47543_9_,sourceEntity,2
element,element,2
object,object,2
memberName,memberName,2
player,player,2
source,source,2
p_i47542_1_,x,2
p_i47542_2_,y,2
p_i47542_3_,z,2
p_i47542_4_,horizontal,2
p_i47542_5_,absolute,2
element,element,2
x1,x1,2
y1,y1,2
z1,z1,2
x2,x2,2
y2,y2,2
z2,z2,2
playerAdvancementsIn,playerAdvancementsIn,2
listener,listener,2
playerAdvancementsIn,playerAdvancementsIn,2
listener,listener,2
playerAdvancementsIn,playerAdvancementsIn,2
json,json,2
context,context,2
player,player,2
json,json,2
context,context,2
p_i47546_1_,playerAdvancementsIn,2
listener,listener,2
listener,listener,2
player,player,2
p_i47545_1_,effects,2
player,player,2
playerAdvancementsIn,playerAdvancementsIn,2
listener,listener,2
playerAdvancementsIn,playerAdvancementsIn,2
listener,listener,2
playerAdvancementsIn,playerAdvancementsIn,2
json,json,2
context,context,2
player,player,2
item,item,2
levelsSpent,levelsSpent,2
json,json,2
context,context,2
p_i47377_1_,playerAdvancementsIn,2
listener,listener,2
listener,listener,2
item,item,2
levelsIn,levelsIn,2
p_i47376_1_,item,2
p_i47376_2_,levels,2
item,item,2
levelsIn,levelsIn,2
p_i47436_1_,enchantment,2
p_i47436_2_,levels,2
element,element,2
element,element,2
enchantmentsIn,enchantmentsIn,2
playerAdvancementsIn,playerAdvancementsIn,2
listener,listener,2
playerAdvancementsIn,playerAdvancementsIn,2
listener,listener,2
playerAdvancementsIn,playerAdvancementsIn,2
json,json,2
context,context,2
player,player,2
state,state,2
json,json,2
context,context,2
p_i47452_1_,playerAdvancementsIn,2
listener,listener,2
listener,listener,2
state,state,2
p_i47451_1_,blockIn,2
p_i47451_2_,propertiesIn,2
state,state,2
playerAdvancementsIn,playerAdvancementsIn,2
listener,listener,2
playerAdvancementsIn,playerAdvancementsIn,2
listener,listener,2
playerAdvancementsIn,playerAdvancementsIn,2
json,json,2
context,context,2
player,player,2
source,source,2
amountDealt,amountDealt,2
amountTaken,amountTaken,2
wasBlocked,wasBlocked,2
json,json,2
context,context,2
p_i47439_1_,p_i47439_1_,2
listener,listener,2
listener,listener,2
player,player,2
source,source,2
amountDealt,amountDealt,2
amountTaken,amountTaken,2
wasBlocked,wasBlocked,2
p_i47438_1_,damage,2
player,player,2
source,source,2
amountDealt,amountDealt,2
amountTaken,amountTaken,2
wasBlocked,wasBlocked,2
p_i47541_1_,type,2
p_i47541_2_,distance,2
p_i47541_3_,location,2
p_i47541_4_,effects,2
p_i47541_5_,nbt,2
element,element,2
player,player,2
entity,entity,2
playerAdvancementsIn,playerAdvancementsIn,2
listener,listener,2
playerAdvancementsIn,playerAdvancementsIn,2
listener,listener,2
playerAdvancementsIn,playerAdvancementsIn,2
json,json,2
context,context,2
json,json,2
context,context,2
playerAdvancementsIn,playerAdvancementsIn,2
listener,listener,2
playerAdvancementsIn,playerAdvancementsIn,2
listener,listener,2
playerAdvancementsIn,playerAdvancementsIn,2
json,json,2
context,context,2
player,player,2
inventory,inventory,2
json,json,2
context,context,2
p_i47391_1_,playerAdvancementsIn,2
listener,listener,2
listener,listener,2
inventory,inventory,2
p_i47390_1_,occupied,2
p_i47390_2_,full,2
p_i47390_3_,empty,2
p_i47390_4_,items,2
inventory,inventory,2
playerAdvancementsIn,playerAdvancementsIn,2
listener,listener,2
playerAdvancementsIn,playerAdvancementsIn,2
listener,listener,2
playerAdvancementsIn,playerAdvancementsIn,2
json,json,2
context,context,2
player,player,2
itemIn,itemIn,2
newDurability,newDurability,2
json,json,2
context,context,2
p_i47512_1_,playerAdvancementsIn,2
listener,listener,2
listener,listener,2
item,item,2
newDurability,newDurability,2
p_i47511_1_,item,2
p_i47511_2_,durability,2
p_i47511_3_,delta,2
item,item,2
p_i47540_1_,item,2
p_i47540_2_,data,2
p_i47540_3_,count,2
p_i47540_4_,durability,2
p_i47540_5_,enchantments,2
p_i47540_6_,potion,2
p_i47540_7_,nbt,2
element,element,2
element,element,2
item,item,2
p_i47433_1_,id,2
playerAdvancementsIn,playerAdvancementsIn,2
listener,listener,2
playerAdvancementsIn,playerAdvancementsIn,2
listener,listener,2
playerAdvancementsIn,playerAdvancementsIn,2
json,json,2
context,context,2
player,player,2
entity,entity,2
source,source,2
json,json,2
context,context,2
p_i47455_1_,playerAdvancementsIn,2
listener,listener,2
listener,listener,2
player,player,2
entity,entity,2
source,source,2
p_i47454_1_,criterionIn,2
p_i47454_2_,entity,2
p_i47454_3_,killingBlow,2
player,player,2
entity,entity,2
source,source,2
playerAdvancementsIn,playerAdvancementsIn,2
listener,listener,2
playerAdvancementsIn,playerAdvancementsIn,2
listener,listener,2
playerAdvancementsIn,playerAdvancementsIn,2
json,json,2
context,context,2
player,player,2
startPos,startPos,2
duration,duration,2
json,json,2
context,context,2
p_i47572_1_,playerAdvancementsIn,2
listener,listener,2
listener,listener,2
player,player,2
startPos,startPos,2
durationIn,durationIn,2
p_i47571_1_,distance,2
p_i47571_2_,duration,2
player,player,2
startPos,startPos,2
durationIn,durationIn,2
p_i47539_1_,x,2
p_i47539_2_,y,2
p_i47539_3_,z,2
p_i47539_4_,biome,2
p_i47539_5_,feature,2
p_i47539_6_,dimension,2
element,element,2
world,world,2
x,x,2
y,y,2
z,z,2
world,world,2
x,x,2
y,y,2
z,z,2
p_i47432_1_,id,2
playerAdvancementsIn,playerAdvancementsIn,2
listener,listener,2
playerAdvancementsIn,playerAdvancementsIn,2
listener,listener,2
playerAdvancementsIn,playerAdvancementsIn,2
json,json,2
context,context,2
player,player,2
json,json,2
context,context,2
p_i47442_1_,playerAdvancementsIn,2
listener,listener,2
listener,listener,2
world,world,2
x,x,2
y,y,2
z,z,2
p_i47544_1_,criterionIn,2
p_i47544_2_,location,2
world,world,2
x,x,2
y,y,2
z,z,2
p_i47431_1_,min,2
p_i47431_2_,max,2
element,element,2
value,value,2
value,value,2
p_i47538_1_,effects,2
element,element,2
entityIn,entityIn,2
entityIn,entityIn,2
potions,potions,2
p_i47497_1_,amplifier,2
p_i47497_2_,duration,2
p_i47497_3_,ambient,2
p_i47497_4_,visible,2
object,object,2
effect,effect,2
p_i47536_1_,tag,2
json,json,2
item,item,2
entityIn,entityIn,2
nbt,nbt,2
playerAdvancementsIn,playerAdvancementsIn,2
listener,listener,2
playerAdvancementsIn,playerAdvancementsIn,2
listener,listener,2
playerAdvancementsIn,playerAdvancementsIn,2
json,json,2
context,context,2
player,player,2
enteredNetherPosition,enteredNetherPosition,2
json,json,2
context,context,2
p_i47575_1_,playerAdvancementsIn,2
listener,listener,2
listener,listener,2
world,world,2
enteredNetherPosition,enteredNetherPosition,2
x,x,2
y,y,2
z,z,2
p_i47574_1_,enteredIn,2
p_i47574_2_,exitedIn,2
p_i47574_3_,distanceIn,2
world,world,2
enteredNetherPosition,enteredNetherPosition,2
x,x,2
y,y,2
z,z,2
playerAdvancementsIn,playerAdvancementsIn,2
listener,listener,2
playerAdvancementsIn,playerAdvancementsIn,2
listener,listener,2
playerAdvancementsIn,playerAdvancementsIn,2
json,json,2
context,context,2
player,player,2
pos,pos,2
item,item,2
json,json,2
context,context,2
p_i47567_1_,playerAdvancementsIn,2
listener,listener,2
listener,listener,2
state,state,2
pos,pos,2
world,world,2
item,item,2
p_i47566_1_,block,2
p_i47566_2_,propertiesIn,2
p_i47566_3_,locationIn,2
p_i47566_4_,itemIn,2
state,state,2
pos,pos,2
world,world,2
item,item,2
playerAdvancementsIn,playerAdvancementsIn,2
listener,listener,2
playerAdvancementsIn,playerAdvancementsIn,2
listener,listener,2
playerAdvancementsIn,playerAdvancementsIn,2
json,json,2
context,context,2
player,player,2
entityIn,entityIn,2
source,source,2
amountDealt,amountDealt,2
amountTaken,amountTaken,2
blocked,blocked,2
json,json,2
context,context,2
p_i47407_1_,playerAdvancementsIn,2
listener,listener,2
listener,listener,2
player,player,2
entity,entity,2
source,source,2
dealt,dealt,2
taken,taken,2
blocked,blocked,2
p_i47406_1_,damage,2
p_i47406_2_,entity,2
player,player,2
entity,entity,2
source,source,2
dealt,dealt,2
taken,taken,2
blocked,blocked,2
playerAdvancementsIn,playerAdvancementsIn,2
listener,listener,2
playerAdvancementsIn,playerAdvancementsIn,2
listener,listener,2
playerAdvancementsIn,playerAdvancementsIn,2
json,json,2
context,context,2
player,player,2
recipe,recipe,2
json,json,2
context,context,2
p_i47397_1_,playerAdvancementsIn,2
listener,listener,2
listener,listener,2
recipe,recipe,2
p_i47526_1_,recipe,2
recipe,recipe,2
playerAdvancementsIn,playerAdvancementsIn,2
listener,listener,2
playerAdvancementsIn,playerAdvancementsIn,2
listener,listener,2
playerAdvancementsIn,playerAdvancementsIn,2
json,json,2
context,context,2
player,player,2
entity,entity,2
json,json,2
context,context,2
p_i47372_1_,playerAdvancementsIn,2
listener,listener,2
listener,listener,2
player,player,2
entity,entity,2
p_i47371_1_,entity,2
player,player,2
entity,entity,2
playerAdvancementsIn,playerAdvancementsIn,2
listener,listener,2
playerAdvancementsIn,playerAdvancementsIn,2
listener,listener,2
playerAdvancementsIn,playerAdvancementsIn,2
json,json,2
context,context,2
player,player,2
entity,entity,2
json,json,2
context,context,2
p_i47514_1_,playerAdvancementsIn,2
listener,listener,2
listener,listener,2
player,player,2
entity,entity,2
p_i47513_1_,entity,2
player,player,2
entity,entity,2
playerAdvancementsIn,playerAdvancementsIn,2
listener,listener,2
playerAdvancementsIn,playerAdvancementsIn,2
listener,listener,2
playerAdvancementsIn,playerAdvancementsIn,2
json,json,2
context,context,2
player,player,2
json,json,2
context,context,2
p_i47496_1_,playerAdvancementsIn,2
listener,listener,2
listener,listener,2
playerAdvancementsIn,playerAdvancementsIn,2
listener,listener,2
playerAdvancementsIn,playerAdvancementsIn,2
listener,listener,2
playerAdvancementsIn,playerAdvancementsIn,2
json,json,2
context,context,2
player,player,2
villager,villager,2
item,item,2
json,json,2
context,context,2
p_i47458_1_,playerAdvancementsIn,2
listener,listener,2
listener,listener,2
player,player,2
villager,villager,2
item,item,2
p_i47457_1_,villager,2
p_i47457_2_,item,2
player,player,2
villager,villager,2
item,item,2
playerAdvancementsIn,playerAdvancementsIn,2
listener,listener,2
playerAdvancementsIn,playerAdvancementsIn,2
listener,listener,2
playerAdvancementsIn,playerAdvancementsIn,2
json,json,2
context,context,2
player,player,2
pos,pos,2
json,json,2
context,context,2
p_i47450_1_,playerAdvancementsIn,2
listener,listener,2
listener,listener,2
distanceSq,distanceSq,2
p_i47449_1_,distance,2
distanceSq,distanceSq,2
playerAdvancementsIn,playerAdvancementsIn,2
listener,listener,2
playerAdvancementsIn,playerAdvancementsIn,2
listener,listener,2
playerAdvancementsIn,playerAdvancementsIn,2
json,json,2
context,context,2
player,player,2
item,item,2
json,json,2
context,context,2
p_i47565_1_,playerAdvancementsIn,2
listener,listener,2
listener,listener,2
item,item,2
p_i47564_1_,item,2
item,item,2
sender,sender,2
command,command,2
flags,flags,2
translationKey,translationKey,2
translationArgs,translationArgs,2
e,e,2
theEntity,theEntity,2
input,input,2
input,input,2
min,min,2
input,input,2
min,min,2
max,max,2
input,input,2
input,input,2
min,min,2
max,max,2
sender,sender,2
args,args,2
startIndex,startIndex,2
centerBlock,centerBlock,2
input,input,2
input,input,2
min,min,2
input,input,2
min,min,2
max,max,2
input,input,2
sender,sender,2
server,server,2
sender,sender,2
target,target,2
server,server,2
sender,sender,2
target,target,2
server,server,2
sender,sender,2
target,target,2
targetClass,targetClass,2
server,server,2
sender,sender,2
target,target,2
server,server,2
sender,sender,2
target,target,2
server,server,2
sender,sender,2
target,target,2
sender,sender,2
args,args,2
index,index,2
sender,sender,2
args,args,2
index,index,2
args,args,2
startPos,startPos,2
base,base,2
selectorArg,selectorArg,2
centerBlock,centerBlock,2
base,base,2
selectorArg,selectorArg,2
min,min,2
max,max,2
centerBlock,centerBlock,2
base,base,2
input,input,2
centerBlock,centerBlock,2
base,base,2
input,input,2
min,min,2
max,max,2
centerBlock,centerBlock,2
sender,sender,2
id,id,2
sender,sender,2
id,id,2
elements,elements,2
components,components,2
strings,strings,2
inputArgs,inputArgs,2
index,index,2
pos,pos,2
inputArgs,inputArgs,2
index,index,2
lookedPos,lookedPos,2
original,original,2
region,region,2
args,args,2
possibilities,possibilities,2
inputArgs,inputArgs,2
possibleCompletions,possibleCompletions,2
sender,sender,2
command,command,2
translationKey,translationKey,2
translationArgs,translationArgs,2
sender,sender,2
command,command,2
flags,flags,2
translationKey,translationKey,2
translationArgs,translationArgs,2
listener,listener,2
server,server,2
sender,sender,2
server,server,2
sender,sender,2
args,args,2
targetPos,targetPos,2
args,args,2
index,index,2
p_i47244_1_,p_i47244_1_,2
p_i47243_1_,p_i47243_1_,2
p_i47243_2_,p_i47243_2_,2
p_i46051_1_,resultIn,2
p_i46051_2_,p_i46051_2_,2
p_i46051_3_,amountIn,2
input,input,2
command,command,2
args,args,2
sender,sender,2
rawCommand,rawCommand,2
sender,sender,2
args,args,2
command,command,2
input,input,2
command,command,2
sender,sender,2
input,input,2
pos,pos,2
sender,sender,2
sender,sender,2
server,server,2
sender,sender,2
args,args,2
server,server,2
sender,sender,2
server,server,2
sender,sender,2
args,args,2
targetPos,targetPos,2
args,args,2
index,index,2
sender,sender,2
rawCommand,rawCommand,2
sender,sender,2
input,input,2
pos,pos,2
sender,sender,2
p_i47600_1_,entriesIn,2
functionManagerIn,functionManagerIn,2
commands,commands,2
p_i47537_1_,idIn,2
p_i47602_1_,functionIn,2
functionManagerIn,functionManagerIn,2
p_i47534_1_,p_i47534_1_,2
functionManagerIn,functionManagerIn,2
sender,sender,2
commandQueue,commandQueue,2
maxCommandChainLength,maxCommandChainLength,2
functionManagerIn,functionManagerIn,2
sender,sender,2
commandQueue,commandQueue,2
maxCommandChainLength,maxCommandChainLength,2
p_i47601_1_,functionIn,2
functionManagerIn,functionManagerIn,2
sender,sender,2
commandQueue,commandQueue,2
maxCommandChainLength,maxCommandChainLength,2
component,component,2
permLevel,permLevel,2
commandName,commandName,2
type,type,2
amount,amount,2
p_i47599_1_,delegateIn,2
p_i47599_2_,positionVectorIn,2
p_i47599_3_,positionIn,2
p_i47599_4_,permissionLevelIn,2
p_i47599_5_,entityIn,2
p_i47599_6_,sendCommandFeedbackIn,2
sender,sender,2
entityIn,entityIn,2
level,level,2
sendCommandFeedbackIn,sendCommandFeedbackIn,2
component,component,2
permLevel,permLevel,2
commandName,commandName,2
type,type,2
amount,amount,2
stats,stats,2
resultType,resultType,2
entityID,entityID,2
objectiveName,objectiveName,2
resultStatsIn,resultStatsIn,2
resultTypeIn,resultTypeIn,2
server,server,2
sender,sender,2
typeIn,typeIn,2
tagcompound,tagcompound,2
tagcompound,tagcompound,2
resultStatsIn,resultStatsIn,2
p_i46457_1_,p_i46457_1_,2
p_i46457_2_,p_i46457_2_,2
component,component,2
permLevel,permLevel,2
commandName,commandName,2
type,type,2
amount,amount,2
p_i46050_1_,p_i46050_1_,2
p_i46050_2_,p_i46050_2_,2
p_i46050_3_,id,2
p_i46050_4_,name,2
name,name,2
argument,argument,2
sender,sender,2
token,token,2
sender,sender,2
token,token,2
sender,sender,2
token,token,2
targetClass,targetClass,2
sender,sender,2
token,token,2
sender,sender,2
token,token,2
targetClass,targetClass,2
sender,sender,2
argumentMap,argumentMap,2
commandSender,commandSender,2
params,params,2
params,params,2
type,type,2
params,params,2
params,params,2
params,params,2
sender,sender,2
params,params,2
params,params,2
params,params,2
params,params,2
pos,pos,2
params,params,2
params,params,2
entityClass,entityClass,2
inputList,inputList,2
type,type,2
worldIn,worldIn,2
position,position,2
matchingEntities,matchingEntities,2
params,params,2
sender,sender,2
targetClass,targetClass,2
type,type,2
pos,pos,2
pos,pos,2
x,x,2
y,y,2
z,z,2
params,params,2
pos,pos,2
params,params,2
pos,pos,2
params,params,2
key,key,2
defaultD,defaultD,2
offset,offset,2
params,params,2
params,params,2
key,key,2
defaultI,defaultI,2
params,params,2
key,key,2
params,params,2
selectorStr,selectorStr,2
selectorStr,selectorStr,2
argumentString,argumentString,2
p_i47261_1_,p_i47261_1_,2
p_i47261_2_,p_i47261_2_,2
p_i47261_3_,p_i47261_3_,2
p_i47261_4_,p_i47261_4_,2
p_i47261_5_,p_i47261_5_,2
p_i46849_1_,p_i46849_1_,2
p_i46849_2_,p_i46849_2_,2
p_i47259_1_,p_i47259_1_,2
p_i47259_2_,p_i47259_2_,2
p_i47258_1_,p_i47258_1_,2
p_i47257_1_,p_i47257_1_,2
p_i47256_1_,p_i47256_1_,2
p_i47256_2_,p_i47256_2_,2
p_i47255_1_,p_i47255_1_,2
p_i47255_2_,p_i47255_2_,2
p_i47349_1_,p_i47349_1_,2
p_i47349_2_,p_i47349_2_,2
p_i47348_1_,p_i47348_1_,2
p_i47348_2_,p_i47348_2_,2
p_i47347_1_,p_i47347_1_,2
p_i47347_2_,p_i47347_2_,2
p_i47047_1_,p_i47047_1_,2
p_i47047_2_,p_i47047_2_,2
p_i47346_1_,p_i47346_1_,2
p_i47346_2_,p_i47346_2_,2
server,server,2
sender,sender,2
args,args,2
player,player,2
server,server,2
server,server,2
id,id,2
sender,sender,2
server,server,2
sender,sender,2
args,args,2
server,server,2
sender,sender,2
args,args,2
targetPos,targetPos,2
args,args,2
index,index,2
p_i47557_1_,p_i47557_1_,2
p_i47557_2_,p_i47557_2_,2
p_i47557_3_,nameIn,2
nameIn,nameIn,2
p_i47558_1_,p_i47558_1_,2
p_i47558_2_,p_i47558_2_,2
p_i47558_3_,p_i47558_3_,2
p_i47558_4_,p_i47558_4_,2
p_i47549_1_,p_i47549_1_,2
p_i47549_2_,p_i47549_2_,2
p_i47549_3_,p_i47549_3_,2
p_i47548_1_,p_i47548_1_,2
p_i47548_2_,p_i47548_2_,2
p_i47548_3_,p_i47548_3_,2
p_i47556_1_,p_i47556_1_,2
p_i47556_2_,p_i47556_2_,2
p_i47556_3_,p_i47556_3_,2
p_i47556_4_,p_i47556_4_,2
p_i47556_5_,p_i47556_5_,2
nameIn,nameIn,2
sender,sender,2
type,type,2
args,args,2
server,server,2
sender,sender,2
sender,sender,2
server,server,2
sender,sender,2
args,args,2
server,server,2
sender,sender,2
args,args,2
targetPos,targetPos,2
server,server,2
sender,sender,2
ipAddress,ipAddress,2
banReason,banReason,2
server,server,2
sender,sender,2
sender,sender,2
server,server,2
sender,sender,2
args,args,2
server,server,2
sender,sender,2
args,args,2
targetPos,targetPos,2
sender,sender,2
server,server,2
sender,sender,2
server,server,2
sender,sender,2
args,args,2
server,server,2
sender,sender,2
args,args,2
targetPos,targetPos,2
sender,sender,2
server,server,2
sender,sender,2
args,args,2
server,server,2
sender,sender,2
args,args,2
targetPos,targetPos,2
sender,sender,2
server,server,2
sender,sender,2
args,args,2
server,server,2
sender,sender,2
args,args,2
targetPos,targetPos,2
args,args,2
index,index,2
sender,sender,2
server,server,2
sender,sender,2
args,args,2
server,server,2
sender,sender,2
args,args,2
targetPos,targetPos,2
p_i46037_1_,posIn,2
p_i46037_2_,stateIn,2
p_i46037_3_,compoundIn,2
sender,sender,2
server,server,2
sender,sender,2
args,args,2
server,server,2
sender,sender,2
args,args,2
targetPos,targetPos,2
timeSpan,timeSpan,2
tickSpan,tickSpan,2
server,server,2
timeSpan,timeSpan,2
tickSpan,tickSpan,2
server,server,2
depth,depth,2
sectionName,sectionName,2
builder,builder,2
server,server,2
sender,sender,2
server,server,2
sender,sender,2
args,args,2
server,server,2
sender,sender,2
args,args,2
targetPos,targetPos,2
sender,sender,2
server,server,2
sender,sender,2
args,args,2
gameType,gameType,2
server,server,2
sender,sender,2
server,server,2
sender,sender,2
args,args,2
server,server,2
sender,sender,2
args,args,2
targetPos,targetPos,2
args,args,2
index,index,2
sender,sender,2
